instance,algorithm,randomSeed,epsilon,horizon,REG
i-1.txt,round-robin,17,0,200,45.0
i-1.txt,round-robin,18,0,200,39.0
i-1.txt,round-robin,19,0,200,25.0
i-1.txt,round-robin,20,0,200,28.0
i-1.txt,round-robin,21,0,200,41.0
i-1.txt,round-robin,22,0,200,46.0
i-1.txt,round-robin,23,0,200,43.0
i-1.txt,round-robin,24,0,200,41.0
i-1.txt,round-robin,25,0,200,36.0
i-1.txt,round-robin,26,0,200,36.0
i-1.txt,round-robin,27,0,200,36.0
i-1.txt,round-robin,28,0,200,28.0
i-1.txt,round-robin,29,0,200,36.0
i-1.txt,round-robin,30,0,200,37.0
i-1.txt,round-robin,31,0,200,28.0
i-1.txt,round-robin,32,0,200,45.0
i-1.txt,round-robin,33,0,200,40.0
i-1.txt,round-robin,34,0,200,51.0
i-1.txt,round-robin,35,0,200,38.0
i-1.txt,round-robin,36,0,200,40.0
i-1.txt,round-robin,37,0,200,36.0
i-1.txt,round-robin,38,0,200,32.0
i-1.txt,round-robin,39,0,200,31.0
i-1.txt,round-robin,40,0,200,39.0
i-1.txt,round-robin,41,0,200,43.0
i-1.txt,round-robin,42,0,200,32.0
i-1.txt,round-robin,43,0,200,43.0
i-1.txt,round-robin,44,0,200,35.0
i-1.txt,round-robin,45,0,200,42.0
i-1.txt,round-robin,46,0,200,33.0
i-1.txt,round-robin,47,0,200,44.0
i-1.txt,round-robin,48,0,200,35.0
i-1.txt,round-robin,49,0,200,38.0
i-1.txt,round-robin,0,0,800,168.0
i-1.txt,round-robin,1,0,800,159.0
i-1.txt,round-robin,2,0,800,170.0
i-1.txt,round-robin,3,0,800,163.0
i-1.txt,round-robin,4,0,800,170.0
i-1.txt,round-robin,5,0,800,152.0
i-1.txt,round-robin,6,0,800,158.0
i-1.txt,round-robin,7,0,800,146.0
i-1.txt,round-robin,8,0,800,168.0
i-1.txt,round-robin,9,0,800,153.0
i-1.txt,round-robin,10,0,800,174.0
i-1.txt,round-robin,11,0,800,163.0
i-1.txt,round-robin,12,0,800,147.0
i-1.txt,round-robin,13,0,800,154.0
i-1.txt,round-robin,14,0,800,147.0
i-1.txt,round-robin,15,0,800,176.0
i-1.txt,round-robin,16,0,800,139.0
i-1.txt,round-robin,17,0,800,148.0
i-1.txt,round-robin,18,0,800,153.0
i-1.txt,round-robin,19,0,800,145.0
i-1.txt,round-robin,20,0,800,145.0
i-1.txt,round-robin,21,0,800,151.0
i-1.txt,round-robin,22,0,800,162.0
i-1.txt,round-robin,23,0,800,170.0
i-1.txt,round-robin,24,0,800,161.0
i-1.txt,round-robin,25,0,800,160.0
i-1.txt,round-robin,26,0,800,160.0
i-1.txt,round-robin,27,0,800,174.0
i-1.txt,round-robin,28,0,800,156.0
i-1.txt,round-robin,29,0,800,149.0
i-1.txt,round-robin,30,0,800,150.0
i-1.txt,round-robin,31,0,800,161.0
i-1.txt,round-robin,32,0,800,163.0
i-1.txt,round-robin,33,0,800,184.0
i-1.txt,round-robin,34,0,800,184.0
i-1.txt,round-robin,35,0,800,154.0
i-1.txt,round-robin,36,0,800,171.0
i-1.txt,round-robin,37,0,800,155.0
i-1.txt,round-robin,38,0,800,173.0
i-1.txt,round-robin,39,0,800,142.0
i-1.txt,round-robin,40,0,800,144.0
i-1.txt,round-robin,41,0,800,182.0
i-1.txt,round-robin,42,0,800,170.0
i-1.txt,round-robin,43,0,800,145.0
i-1.txt,round-robin,44,0,800,146.0
i-1.txt,round-robin,45,0,800,165.0
i-1.txt,round-robin,46,0,800,166.0
i-1.txt,round-robin,47,0,800,181.0
i-1.txt,round-robin,48,0,800,165.0
i-1.txt,round-robin,49,0,800,148.0
i-1.txt,round-robin,0,0,3200,669.0
i-1.txt,round-robin,1,0,3200,628.0
i-1.txt,round-robin,2,0,3200,655.0
i-1.txt,round-robin,3,0,3200,647.0
i-1.txt,round-robin,4,0,3200,647.0
i-1.txt,round-robin,5,0,3200,612.0
i-1.txt,round-robin,6,0,3200,647.0
i-1.txt,round-robin,7,0,3200,611.0
i-1.txt,round-robin,8,0,3200,649.0
i-1.txt,round-robin,9,0,3200,645.0
i-1.txt,round-robin,10,0,3200,652.0
i-1.txt,round-robin,11,0,3200,597.0
i-1.txt,round-robin,12,0,3200,630.0
i-1.txt,round-robin,13,0,3200,653.0
i-1.txt,round-robin,14,0,3200,653.0
i-1.txt,round-robin,15,0,3200,635.0
i-1.txt,round-robin,16,0,3200,630.0
i-1.txt,round-robin,17,0,3200,627.0
i-1.txt,round-robin,18,0,3200,629.0
i-1.txt,round-robin,19,0,3200,625.0
i-1.txt,round-robin,20,0,3200,632.0
i-1.txt,round-robin,21,0,3200,634.0
i-1.txt,round-robin,22,0,3200,659.0
i-1.txt,round-robin,23,0,3200,611.0
i-1.txt,round-robin,24,0,3200,681.0
i-1.txt,round-robin,25,0,3200,643.0
i-1.txt,round-robin,26,0,3200,662.0
i-1.txt,round-robin,27,0,3200,649.0
i-1.txt,round-robin,28,0,3200,653.0
i-1.txt,round-robin,29,0,3200,618.0
i-1.txt,round-robin,30,0,3200,614.0
i-1.txt,round-robin,31,0,3200,662.0
i-1.txt,round-robin,32,0,3200,672.0
i-1.txt,round-robin,33,0,3200,656.0
i-1.txt,round-robin,34,0,3200,681.0
i-1.txt,round-robin,35,0,3200,622.0
i-1.txt,round-robin,36,0,3200,672.0
i-1.txt,round-robin,37,0,3200,648.0
i-1.txt,round-robin,38,0,3200,658.0
i-1.txt,round-robin,39,0,3200,609.0
i-1.txt,round-robin,40,0,3200,621.0
i-1.txt,round-robin,41,0,3200,679.0
i-1.txt,round-robin,42,0,3200,655.0
i-1.txt,round-robin,43,0,3200,601.0
i-1.txt,round-robin,44,0,3200,603.0
i-1.txt,round-robin,45,0,3200,634.0
i-1.txt,round-robin,46,0,3200,628.0
i-1.txt,round-robin,47,0,3200,642.0
i-1.txt,round-robin,48,0,3200,700.0
i-1.txt,round-robin,49,0,3200,614.0
i-1.txt,round-robin,0,0,12800,2568.0
i-1.txt,round-robin,1,0,12800,2562.0
i-1.txt,round-robin,2,0,12800,2542.0
i-1.txt,round-robin,3,0,12800,2603.0
i-1.txt,round-robin,4,0,12800,2546.0
i-1.txt,round-robin,5,0,12800,2561.0
i-1.txt,round-robin,6,0,12800,2658.0
i-1.txt,round-robin,7,0,12800,2527.0
i-1.txt,round-robin,8,0,12800,2506.0
i-1.txt,round-robin,9,0,12800,2513.0
i-1.txt,round-robin,10,0,12800,2535.0
i-1.txt,round-robin,11,0,12800,2483.0
i-1.txt,round-robin,12,0,12800,2556.0
i-1.txt,round-robin,13,0,12800,2604.0
i-1.txt,round-robin,14,0,12800,2598.0
i-1.txt,round-robin,15,0,12800,2556.0
i-1.txt,round-robin,16,0,12800,2571.0
i-1.txt,round-robin,17,0,12800,2550.0
i-1.txt,round-robin,18,0,12800,2507.0
i-1.txt,round-robin,19,0,12800,2570.0
i-1.txt,round-robin,20,0,12800,2554.0
i-1.txt,round-robin,21,0,12800,2521.0
i-1.txt,round-robin,22,0,12800,2626.0
i-1.txt,round-robin,23,0,12800,2553.0
i-1.txt,round-robin,24,0,12800,2495.0
i-1.txt,round-robin,25,0,12800,2584.0
i-1.txt,round-robin,26,0,12800,2547.0
i-1.txt,round-robin,27,0,12800,2610.0
i-1.txt,round-robin,28,0,12800,2594.0
i-1.txt,round-robin,29,0,12800,2560.0
i-1.txt,round-robin,30,0,12800,2382.0
i-1.txt,round-robin,31,0,12800,2593.0
i-1.txt,round-robin,32,0,12800,2554.0
i-1.txt,round-robin,33,0,12800,2589.0
i-1.txt,round-robin,34,0,12800,2679.0
i-1.txt,round-robin,35,0,12800,2536.0
i-1.txt,round-robin,36,0,12800,2515.0
i-1.txt,round-robin,37,0,12800,2619.0
i-1.txt,round-robin,38,0,12800,2482.0
i-1.txt,round-robin,39,0,12800,2524.0
i-1.txt,round-robin,40,0,12800,2494.0
i-1.txt,round-robin,41,0,12800,2624.0
i-1.txt,round-robin,42,0,12800,2584.0
i-1.txt,round-robin,43,0,12800,2564.0
i-1.txt,round-robin,44,0,12800,2572.0
i-1.txt,round-robin,45,0,12800,2547.0
i-1.txt,round-robin,46,0,12800,2556.0
i-1.txt,round-robin,47,0,12800,2618.0
i-1.txt,round-robin,48,0,12800,2676.0
i-1.txt,round-robin,49,0,12800,2601.0
i-1.txt,round-robin,0,0,51200,10141.0
i-1.txt,round-robin,1,0,51200,10251.0
i-1.txt,round-robin,2,0,51200,10190.0
i-1.txt,round-robin,3,0,51200,10357.0
i-1.txt,round-robin,4,0,51200,10201.0
i-1.txt,round-robin,5,0,51200,10265.0
i-1.txt,round-robin,6,0,51200,10292.0
i-1.txt,round-robin,7,0,51200,10197.0
i-1.txt,round-robin,8,0,51200,10192.0
i-1.txt,round-robin,9,0,51200,10238.0
i-1.txt,round-robin,10,0,51200,10124.0
i-1.txt,round-robin,11,0,51200,10050.0
i-1.txt,round-robin,12,0,51200,10221.0
i-1.txt,round-robin,13,0,51200,10383.0
i-1.txt,round-robin,14,0,51200,10094.0
i-1.txt,round-robin,15,0,51200,10126.0
i-1.txt,round-robin,16,0,51200,10284.0
i-1.txt,round-robin,17,0,51200,10181.0
i-1.txt,round-robin,18,0,51200,10105.0
i-1.txt,round-robin,19,0,51200,10237.0
i-1.txt,round-robin,20,0,51200,10315.0
i-1.txt,round-robin,21,0,51200,10093.0
i-1.txt,round-robin,22,0,51200,10286.0
i-1.txt,round-robin,23,0,51200,10302.0
i-1.txt,round-robin,24,0,51200,10130.0
i-1.txt,round-robin,25,0,51200,10297.0
i-1.txt,round-robin,26,0,51200,10202.0
i-1.txt,round-robin,27,0,51200,10417.0
i-1.txt,round-robin,28,0,51200,10090.0
i-1.txt,round-robin,29,0,51200,10198.0
i-1.txt,round-robin,30,0,51200,10111.0
i-1.txt,round-robin,31,0,51200,10288.0
i-1.txt,round-robin,32,0,51200,10212.0
i-1.txt,round-robin,33,0,51200,10350.0
i-1.txt,round-robin,34,0,51200,10324.0
i-1.txt,round-robin,35,0,51200,10062.0
i-1.txt,round-robin,36,0,51200,10211.0
i-1.txt,round-robin,37,0,51200,10314.0
i-1.txt,round-robin,38,0,51200,10120.0
i-1.txt,round-robin,39,0,51200,10202.0
i-1.txt,round-robin,40,0,51200,10053.0
i-1.txt,round-robin,41,0,51200,10222.0
i-1.txt,round-robin,42,0,51200,10220.0
i-1.txt,round-robin,43,0,51200,10345.0
i-1.txt,round-robin,44,0,51200,10466.0
i-1.txt,round-robin,45,0,51200,10264.0
i-1.txt,round-robin,46,0,51200,10110.0
i-1.txt,round-robin,47,0,51200,10427.0
i-1.txt,round-robin,48,0,51200,10341.0
i-1.txt,round-robin,49,0,51200,10143.0
i-1.txt,round-robin,0,0,204800,40766.0
i-1.txt,round-robin,1,0,204800,41023.0
i-1.txt,round-robin,2,0,204800,40721.0
i-1.txt,round-robin,3,0,204800,41166.0
i-1.txt,round-robin,4,0,204800,40952.0
i-1.txt,round-robin,5,0,204800,40772.0
i-1.txt,round-robin,6,0,204800,41090.0
i-1.txt,round-robin,7,0,204800,40959.0
i-1.txt,round-robin,8,0,204800,40755.0
i-1.txt,round-robin,9,0,204800,40821.0
i-1.txt,round-robin,10,0,204800,40828.0
i-1.txt,round-robin,11,0,204800,40539.0
i-1.txt,round-robin,12,0,204800,40854.0
i-1.txt,round-robin,13,0,204800,41009.0
i-1.txt,round-robin,14,0,204800,40800.0
i-1.txt,round-robin,15,0,204800,40851.0
i-1.txt,round-robin,16,0,204800,41352.0
i-1.txt,round-robin,17,0,204800,41070.0
i-1.txt,round-robin,18,0,204800,40715.0
i-1.txt,round-robin,19,0,204800,40715.0
i-1.txt,round-robin,20,0,204800,41442.0
i-1.txt,round-robin,21,0,204800,40967.0
i-1.txt,round-robin,22,0,204800,41050.0
i-1.txt,round-robin,23,0,204800,41092.0
i-1.txt,round-robin,24,0,204800,40608.0
i-1.txt,round-robin,25,0,204800,40681.0
i-1.txt,round-robin,26,0,204800,40864.0
i-1.txt,round-robin,27,0,204800,41150.0
i-1.txt,round-robin,28,0,204800,40335.0
i-1.txt,round-robin,29,0,204800,41087.0
i-1.txt,round-robin,30,0,204800,40708.0
i-1.txt,round-robin,31,0,204800,40991.0
i-1.txt,round-robin,32,0,204800,40947.0
i-1.txt,round-robin,33,0,204800,41062.0
i-1.txt,round-robin,34,0,204800,41081.0
i-1.txt,round-robin,35,0,204800,40452.0
i-1.txt,round-robin,36,0,204800,41070.0
i-1.txt,round-robin,37,0,204800,41211.0
i-1.txt,round-robin,38,0,204800,41000.0
i-1.txt,round-robin,39,0,204800,41122.0
i-1.txt,round-robin,40,0,204800,40797.0
i-1.txt,round-robin,41,0,204800,40836.0
i-1.txt,round-robin,42,0,204800,41195.0
i-1.txt,round-robin,43,0,204800,41094.0
i-1.txt,round-robin,44,0,204800,41751.0
i-1.txt,round-robin,45,0,204800,41034.0
i-1.txt,round-robin,46,0,204800,40988.0
i-1.txt,round-robin,47,0,204800,40973.0
i-1.txt,round-robin,48,0,204800,41017.0
i-1.txt,round-robin,49,0,204800,41035.0
i-1.txt,ucb,0,0,50,8.0
i-1.txt,ucb,1,0,50,7.0
i-1.txt,ucb,2,0,50,6.0
i-1.txt,ucb,3,0,50,6.0
i-1.txt,ucb,4,0,50,6.0
i-1.txt,ucb,5,0,50,7.0
i-1.txt,ucb,6,0,50,7.0
i-1.txt,ucb,7,0,50,1.0
i-1.txt,ucb,8,0,50,6.0
i-1.txt,ucb,9,0,50,3.0
i-1.txt,ucb,10,0,50,6.0
i-1.txt,ucb,11,0,50,6.0
i-1.txt,ucb,12,0,50,4.0
i-1.txt,ucb,13,0,50,6.0
i-1.txt,ucb,14,0,50,3.0
i-1.txt,ucb,15,0,50,6.0
i-1.txt,ucb,16,0,50,2.0
i-1.txt,ucb,17,0,50,12.0
i-1.txt,ucb,18,0,50,3.0
i-1.txt,ucb,19,0,50,-1.0
i-1.txt,ucb,20,0,50,4.0
i-1.txt,ucb,21,0,50,4.0
i-1.txt,ucb,22,0,50,11.0
i-1.txt,ucb,23,0,50,-1.0
i-1.txt,ucb,24,0,50,8.0
i-1.txt,ucb,25,0,50,3.0
i-1.txt,ucb,26,0,50,8.0
i-1.txt,ucb,27,0,50,5.0
i-1.txt,ucb,28,0,50,1.0
i-1.txt,ucb,29,0,50,-1.0
i-1.txt,ucb,30,0,50,7.0
i-1.txt,ucb,31,0,50,4.0
i-1.txt,ucb,32,0,50,4.0
i-1.txt,ucb,33,0,50,6.0
i-1.txt,ucb,34,0,50,5.0
i-1.txt,ucb,35,0,50,4.0
i-1.txt,ucb,36,0,50,8.0
i-1.txt,ucb,37,0,50,4.0
i-1.txt,ucb,38,0,50,0.0
i-1.txt,ucb,39,0,50,3.0
i-1.txt,ucb,40,0,50,11.0
i-1.txt,ucb,41,0,50,5.0
i-1.txt,ucb,42,0,50,3.0
i-1.txt,ucb,43,0,50,5.0
i-1.txt,ucb,44,0,50,3.0
i-1.txt,ucb,45,0,50,5.0
i-1.txt,ucb,46,0,50,1.0
i-1.txt,ucb,47,0,50,6.0
i-1.txt,ucb,48,0,50,2.0
i-1.txt,ucb,49,0,50,0.0
i-1.txt,ucb,0,0,200,15.0
i-1.txt,ucb,1,0,200,8.0
i-1.txt,ucb,2,0,200,12.0
i-1.txt,ucb,3,0,200,20.0
i-1.txt,ucb,4,0,200,20.0
i-1.txt,ucb,5,0,200,16.0
i-1.txt,ucb,6,0,200,15.0
i-1.txt,ucb,7,0,200,9.0
i-1.txt,ucb,8,0,200,12.0
i-1.txt,ucb,9,0,200,0.0
i-1.txt,ucb,10,0,200,8.0
i-1.txt,ucb,11,0,200,17.0
i-1.txt,ucb,12,0,200,8.0
i-1.txt,ucb,13,0,200,10.0
i-1.txt,ucb,14,0,200,13.0
i-1.txt,ucb,15,0,200,13.0
i-1.txt,ucb,16,0,200,1.0
i-1.txt,ucb,17,0,200,11.0
i-1.txt,ucb,18,0,200,11.0
i-1.txt,ucb,19,0,200,0.0
i-1.txt,ucb,20,0,200,6.0
i-1.txt,ucb,21,0,200,12.0
i-1.txt,ucb,22,0,200,18.0
i-1.txt,ucb,23,0,200,11.0
i-1.txt,ucb,24,0,200,12.0
i-1.txt,ucb,25,0,200,10.0
i-1.txt,ucb,26,0,200,6.0
i-1.txt,ucb,27,0,200,13.0
i-1.txt,ucb,28,0,200,6.0
i-1.txt,ucb,29,0,200,7.0
i-1.txt,ucb,30,0,200,-2.0
i-1.txt,ucb,31,0,200,7.0
i-1.txt,ucb,32,0,200,17.0
i-1.txt,ucb,33,0,200,7.0
i-1.txt,ucb,34,0,200,15.0
i-1.txt,ucb,35,0,200,0.0
i-1.txt,ucb,36,0,200,5.0
i-1.txt,ucb,37,0,200,7.0
i-1.txt,ucb,38,0,200,-1.0
i-1.txt,ucb,39,0,200,6.0
i-1.txt,ucb,40,0,200,9.0
i-1.txt,ucb,41,0,200,10.0
i-1.txt,ucb,42,0,200,9.0
i-1.txt,ucb,43,0,200,11.0
i-1.txt,ucb,44,0,200,10.0
i-1.txt,ucb,45,0,200,19.0
i-1.txt,ucb,46,0,200,5.0
i-1.txt,ucb,47,0,200,10.0
i-1.txt,ucb,48,0,200,10.0
i-1.txt,ucb,49,0,200,11.0
i-1.txt,ucb,0,0,800,7.0
i-1.txt,ucb,1,0,800,33.0
i-1.txt,ucb,2,0,800,16.0
i-1.txt,ucb,3,0,800,12.0
i-1.txt,ucb,4,0,800,51.0
i-1.txt,ucb,5,0,800,12.0
i-1.txt,ucb,6,0,800,14.0
i-1.txt,ucb,7,0,800,24.0
i-1.txt,ucb,8,0,800,26.0
i-1.txt,ucb,9,0,800,2.0
i-1.txt,ucb,10,0,800,12.0
i-1.txt,ucb,11,0,800,31.0
i-1.txt,ucb,12,0,800,22.0
i-1.txt,ucb,13,0,800,16.0
i-1.txt,ucb,14,0,800,34.0
i-1.txt,ucb,15,0,800,38.0
i-1.txt,ucb,16,0,800,14.0
i-1.txt,ucb,17,0,800,21.0
i-1.txt,ucb,18,0,800,33.0
i-1.txt,ucb,19,0,800,-1.0
i-1.txt,ucb,20,0,800,25.0
i-1.txt,ucb,21,0,800,3.0
i-1.txt,ucb,22,0,800,19.0
i-1.txt,ucb,23,0,800,24.0
i-1.txt,ucb,24,0,800,30.0
i-1.txt,ucb,25,0,800,35.0
i-1.txt,ucb,26,0,800,8.0
i-1.txt,ucb,27,0,800,27.0
i-1.txt,ucb,28,0,800,35.0
i-1.txt,ucb,29,0,800,6.0
i-1.txt,ucb,30,0,800,0.0
i-1.txt,ucb,31,0,800,34.0
i-1.txt,ucb,32,0,800,4.0
i-1.txt,ucb,33,0,800,35.0
i-1.txt,ucb,34,0,800,19.0
i-1.txt,ucb,35,0,800,10.0
i-1.txt,ucb,36,0,800,17.0
i-1.txt,ucb,37,0,800,24.0
i-1.txt,ucb,38,0,800,45.0
i-1.txt,ucb,39,0,800,8.0
i-1.txt,ucb,40,0,800,-3.0
i-1.txt,ucb,41,0,800,36.0
i-1.txt,ucb,42,0,800,17.0
i-1.txt,ucb,43,0,800,13.0
i-1.txt,ucb,44,0,800,16.0
i-1.txt,ucb,45,0,800,49.0
i-1.txt,ucb,46,0,800,27.0
i-1.txt,ucb,47,0,800,21.0
i-1.txt,ucb,48,0,800,34.0
i-1.txt,ucb,49,0,800,12.0
i-1.txt,ucb,0,0,3200,21.0
i-1.txt,ucb,1,0,3200,50.0
i-1.txt,ucb,2,0,3200,21.0
i-1.txt,ucb,3,0,3200,35.0
i-1.txt,ucb,4,0,3200,45.0
i-1.txt,ucb,5,0,3200,2.0
i-1.txt,ucb,6,0,3200,47.0
i-1.txt,ucb,7,0,3200,21.0
i-1.txt,ucb,8,0,3200,49.0
i-1.txt,ucb,9,0,3200,7.0
i-1.txt,ucb,10,0,3200,13.0
i-1.txt,ucb,11,0,3200,10.0
i-1.txt,ucb,12,0,3200,53.0
i-1.txt,ucb,13,0,3200,34.0
i-1.txt,ucb,14,0,3200,51.0
i-1.txt,ucb,15,0,3200,44.0
i-1.txt,ucb,16,0,3200,63.0
i-1.txt,ucb,17,0,3200,27.0
i-1.txt,ucb,18,0,3200,11.0
i-1.txt,ucb,19,0,3200,-12.0
i-1.txt,ucb,20,0,3200,49.0
i-1.txt,ucb,21,0,3200,7.0
i-1.txt,ucb,22,0,3200,42.0
i-1.txt,ucb,23,0,3200,23.0
i-1.txt,ucb,24,0,3200,57.0
i-1.txt,ucb,25,0,3200,55.0
i-1.txt,ucb,26,0,3200,39.0
i-1.txt,ucb,27,0,3200,50.0
i-1.txt,ucb,28,0,3200,65.0
i-1.txt,ucb,29,0,3200,27.0
i-1.txt,ucb,30,0,3200,37.0
i-1.txt,ucb,31,0,3200,63.0
i-1.txt,ucb,32,0,3200,25.0
i-1.txt,ucb,33,0,3200,49.0
i-1.txt,ucb,34,0,3200,23.0
i-1.txt,ucb,35,0,3200,1.0
i-1.txt,ucb,36,0,3200,48.0
i-1.txt,ucb,37,0,3200,36.0
i-1.txt,ucb,38,0,3200,75.0
i-1.txt,ucb,39,0,3200,6.0
i-1.txt,ucb,40,0,3200,1.0
i-1.txt,ucb,41,0,3200,16.0
i-1.txt,ucb,42,0,3200,37.0
i-1.txt,ucb,43,0,3200,11.0
i-1.txt,ucb,44,0,3200,11.0
i-1.txt,ucb,45,0,3200,40.0
i-1.txt,ucb,46,0,3200,36.0
i-1.txt,ucb,47,0,3200,23.0
i-1.txt,ucb,48,0,3200,64.0
i-1.txt,ucb,49,0,3200,20.0
i-1.txt,ucb,0,0,12800,11.0
i-1.txt,ucb,1,0,12800,77.0
i-1.txt,ucb,2,0,12800,-16.0
i-1.txt,ucb,3,0,12800,87.0
i-1.txt,ucb,4,0,12800,71.0
i-1.txt,ucb,5,0,12800,44.0
i-1.txt,ucb,6,0,12800,69.0
i-1.txt,ucb,7,0,12800,40.0
i-1.txt,ucb,8,0,12800,18.0
i-1.txt,ucb,9,0,12800,-20.0
i-1.txt,ucb,10,0,12800,-18.0
i-1.txt,ucb,11,0,12800,31.0
i-1.txt,ucb,12,0,12800,74.0
i-1.txt,ucb,13,0,12800,109.0
i-1.txt,ucb,14,0,12800,113.0
i-1.txt,ucb,15,0,12800,69.0
i-1.txt,ucb,16,0,12800,73.0
i-1.txt,ucb,17,0,12800,16.0
i-1.txt,ucb,18,0,12800,15.0
i-1.txt,ucb,19,0,12800,-27.0
i-1.txt,ucb,20,0,12800,27.0
i-1.txt,ucb,21,0,12800,25.0
i-1.txt,ucb,22,0,12800,97.0
i-1.txt,ucb,23,0,12800,42.0
i-1.txt,ucb,24,0,12800,-12.0
i-1.txt,ucb,25,0,12800,113.0
i-1.txt,ucb,26,0,12800,-16.0
i-1.txt,ucb,27,0,12800,91.0
i-1.txt,ucb,28,0,12800,89.0
i-1.txt,ucb,29,0,12800,39.0
i-1.txt,ucb,30,0,12800,-46.0
i-1.txt,ucb,31,0,12800,100.0
i-1.txt,ucb,32,0,12800,-5.0
i-1.txt,ucb,33,0,12800,89.0
i-1.txt,ucb,34,0,12800,35.0
i-1.txt,ucb,35,0,12800,5.0
i-1.txt,ucb,36,0,12800,-33.0
i-1.txt,ucb,37,0,12800,57.0
i-1.txt,ucb,38,0,12800,36.0
i-1.txt,ucb,39,0,12800,22.0
i-1.txt,ucb,40,0,12800,0.0
i-1.txt,ucb,41,0,12800,50.0
i-1.txt,ucb,42,0,12800,20.0
i-1.txt,ucb,43,0,12800,26.0
i-1.txt,ucb,44,0,12800,67.0
i-1.txt,ucb,45,0,12800,26.0
i-1.txt,ucb,46,0,12800,22.0
i-1.txt,ucb,47,0,12800,73.0
i-1.txt,ucb,48,0,12800,103.0
i-1.txt,ucb,49,0,12800,51.0
i-1.txt,ucb,0,0,51200,-19.0
i-1.txt,ucb,1,0,51200,206.0
i-1.txt,ucb,2,0,51200,-6.0
i-1.txt,ucb,3,0,51200,168.0
i-1.txt,ucb,4,0,51200,182.0
i-1.txt,ucb,5,0,51200,80.0
i-1.txt,ucb,6,0,51200,137.0
i-1.txt,ucb,7,0,51200,3.0
i-1.txt,ucb,8,0,51200,4.0
i-1.txt,ucb,9,0,51200,-108.0
i-1.txt,ucb,10,0,51200,-31.0
i-1.txt,ucb,11,0,51200,26.0
i-1.txt,ucb,12,0,51200,74.0
i-1.txt,ucb,13,0,51200,188.0
i-1.txt,ucb,14,0,51200,87.0
i-1.txt,ucb,15,0,51200,-25.0
i-1.txt,ucb,16,0,51200,107.0
i-1.txt,ucb,17,0,51200,-29.0
i-1.txt,ucb,18,0,51200,-12.0
i-1.txt,ucb,19,0,51200,-159.0
i-1.txt,ucb,20,0,51200,49.0
i-1.txt,ucb,21,0,51200,121.0
i-1.txt,ucb,22,0,51200,97.0
